mandarin,wu
弄的我感觉奇怪的。,弄得吾感觉老奇怪呃。
亲爱的上班 累了吧,亲爱呃上班吃力了伐
你睡吧，不用陪我。,侬困伐，伐用陪吾了。
我们以后做朋友吧,阿拉下趟做朋友伐
我去医院了 不能给你发了 晚安宝贝！,吾去医院了，伐能拨侬发了，晚安宝贝！
晕 算了吧！,晕 算了伐！
一种舞蹈！可是我不会，唉 愁啊！,一种舞蹈！但是吾伐会，唉愁啊！
你觉得我是不是很傻,侬是伐是觉着吾老戆啊！
我答应朋友明天来取。,吾答应朋友明朝来取。
恩 感觉在家的时间很短,恩 感觉辣屋里相呃辰光老短
身上也没多钱了,身哴向没多少钞票了
没怎么，我准备回,没哪能，吾准备回
你歇着吧！我要睡着了,侬歇辣该伐！吾要困着了
我姐睡着了我不发你是不是又预备不发了,阿拉阿姐困着了，吾伐发侬是伐是又预备伐发了
小张你在干什么活,小张侬辣勒做撒呃生活
我在想该怎么熬过去！,吾辣海想哪能坚持下去！
恩 你也是 晚安,恩，侬啊也是，明早会
宝贝做个好梦晚安,宝贝做个好梦晚安
你把握当什么了请问,请问 侬拿吾当撒呃物事了
这是我电话有空联系？,搿是吾电话有空联系？
看你怎么学的！,看侬哪能学法子呃！
我也在睡觉想起你他就起来了怎么办？,吾也辣该困觉想起侬伊就起来了哪能办？
我妈妈说 我外甥长得象我小时候！,阿拉妈讲，吾外甥长得象吾小辰光！
好的 明天你醒来联系我,好呃 明朝侬醒过来联系吾
呵呵，她马上都要走了啊,呵呵，伊马上都要走了呀
要乖乖的哥哥才喜欢,要乖乖呃阿哥侪会的欢喜
是吗？怎么不给我打电话,是吗？哪能伐高吾打电话
老公我醉了想你好想好想,老公吾醉特了想侬好想好想
就是有了问题我会由我一个人承担的。,就是有问题吾会的吾一个人承担呃。
现在在那潇洒呢,现在辣辣埃里搭潇洒
去哪？去库，还是乌？,去啊里的？去库，还是乌？
刚洗完澡。你就当我在电脑房么,刚汏好浴。侬就当吾辣海电脑房么
不想找个好工作吗？,伐想寻个好工作吗？
我才舍不得用力捏呢,吾才舍伐得用力道捏唻
蕊在干吗呢,蕊辣做撒
宝贝在干什么呢？,宝贝辣组撒嘞？
哈哈哈！好看吗？,哈哈哈！好看伐？
公司这个样子我不想在这里上班啦！,公司搿副样子了吾伐想登辣搿搭上班啦！
就是打电话给你说一下,就是打只电话帮侬讲一声
蒽！宿舍人在打牌呢！,蒽！宿舍拧辣该打牌哉！
不早了 快睡吧,伐早了 快点困伐
主要是我们同学准备往那个单位签呢！,主要是阿拉同学准备往阿里则单位签呢！
查没兄弟多少分,查没兄弟多少分
我们也就半年辛苦半年闲,阿拉也就半年辛苦半年孛相
你不瞌睡呀 这么晚还愿意跟我对着发,侬伐瞌冲啊，介晚了还愿意跟吾对了发。
老张睡了！晚安！爱你！！！,老张困觉勒！晚安！爱侬！！！
恩，晚安，下次给你说，你也好梦,恩，明朝会，下趟再帮侬讲，侬啊好梦
是学驾照还是去挣钱？,是去学驾照还是去挣钞票？
那你竟量争取吧！,葛末侬竟量争取伐！
她照的照片没照妤,伊拍呃照片没拍好
我有什么不爱听的,吾没啥伐欢喜听呃
都说了叫你不要停机么！,都讲了叫侬伐停机吗
快把电视关掉！要不然,快拿电视关特！要伐然
你就不能多打几个字！,侬就伐能多打几呃字！
住宿咋样 是不是很高兴啊！,住宿哪能 是伐是老开心啊！
昨晚咋不和我斗地主,昨晚哪能伐特吾孛相斗地主
没事 感动的幸福的睡着了！,没事体 感动呃幸福呃困着了！
哎哟！内迩还挺会利用的阿,哎哟！侬一定会的利用呃
可能初中生有吧！,可能初中生有伐！
那你意思咱俩这个还不能公开吗,搿侬意思呃阿拉两个拧还伐可以公开吗？
是我徒弟要我问，谢谢你。,是吾徒弟要吾问呃，谢谢侬。
么有呢 有何贵干梦司夫,没有呢 有撒贵干梦司夫
不管几点浇完个电话我要浇园子,伐管几点浇好了，拨只电话，吾要浇园子。
恩知道了，你快睡吧！想你老婆,恩晓得了，侬快点困觉伐！想侬老婆
你敢不敢给我机会？,侬敢伐敢拨吾趟机会？
人嘛都会有这一天的我看着,人嘛侪会的有搿能样一天呃吾觉得
你明天有时间吗？你要茶叶我收上了。,侬明朝有辰光伐侬呃茶叶吾收上了
我送来没叫过你亲爱的,吾从来没叫古侬亲爱呃
没有 你咋成夜猫子了,没，侬哪能成夜猫子了
我刚回到家！,吾刚刚回到屋里！
干吗呢睡了吗怎不理我了,辣做撒困了伐 哪能伐睬吾了
那我想去唱歌,那吾想去唱歌
你准备怎么拯救我这个低智商啊？！,侬准备哪能拯救吾搿只低智商啊？！
杂还没睡 我 好犹豫,哪能还没困觉吾老犹豫呃
玲妹妹 在干吗？睡觉没？,玲妹妹 辣该组撒？困觉了伐？
是吗，不过我们都已经过去了,是伐，伐过阿拉侪已经过去了
我都想你好几年了 不知道啊,吾都想侬好几年了伐晓得啊
就不知道你肯不肯赏脸了！,就伐晓得侬肯伐肯赏面孔了！
慢慢问反正有的是时间,慢慢问反正有呃是辰光
你做车做到新华。,侬乘车乘到新华。
然后去回忆美好的回忆,然后再去回忆美好呃回忆
我有一种负罪感。,吾有一种负罪感
妈妈跟我睡不发勒！,妈妈帮吾困伐发了！
我两一起睡觉把？,阿拉一道困觉伐？
那就要看你自己了,葛末就要看侬自家了
把你的照片给我发过好吗,拿侬呃照片拨吾发过好伐
那怎么这么晚才发信息？你不乖啦！,哪能介晚才发消息？侬伐乖啦！
怎么了 酒喝多了吗,哪能啦 酒吃多了吗
看了吧 不知道,看了伐 伐晓得
是的，我很高兴，明天给少爷哭一个吧！,是呃，吾老高兴呃，明朝拨少爷哭一只伐！
五十块都拿不出么？,五十块行利侪拿伐出吗？
睡觉没 我睡不着啊,困觉了伐 吾困伐着
亲爱的睡没？想你了,亲爱的困觉了伐？想侬了
你们讨论未来居然不带我,那讨论未来居然伐带吾
周女士！你在忙吗？,周女士！侬忙伐？
明天中午在说吧，我去找你。,明朝中哴再讲吧，吾去寻伊。
可以 你说你有什么难受,可以 侬讲侬有撒物事难过呃
好好睡觉吧，明天说,好好困觉伐，明朝再讲
忘了问你了转部门的时谈的怎样,忘了问侬了转部门呃辰光谈了哪能
你睡觉了吗？我今天有病了。,侬困觉了伐？吾今朝生毛病了。
王小明找到你没有,王小明寻到侬吗？
发废话会花话费！,发废话会的花话费！
你们不在一起睡,那伐辣一道困觉
嗯！睡吧！我亲爱的萝卜！晚安！,嗯！困觉伐！吾亲爱呃萝卜！明朝会！
对不起又打扰你了！,伐好意思，又打搅侬了！
啥意思，我经常剪，你别吓我，我害怕,啥意思，吾经常剪，侬伐要吓吾，吾吓呃
不好好看书！,伐好交看书！
老公你在哪呢！回起了吗,老公侬勒阿里的，回去了伐？
你还会想我，说明你还是放不下。,侬还会的想吾，说明侬还是心里有吾呃。
代价就是一直在我身边陪着我,代价就是一直勒吾身边陪勒吾。
就你们两个 我在轮子家呢！,就那两个 吾勒轮子屋里向喃！
瞌睡就睡觉知道吧,吃力了就困觉晓得哇？
安排一个人 过来接我,安排一个拧 过来接吾
做完透折后，人有点累。,做好透折之后，宁有眼吃力。
好好珍惜 去挽留她,好好珍惜 去挽留伊
是银凤错了，不该给我姐打电话，哥！,是银凤错了，伐因该特吾阿姐打电话，阿哥！
脾气真大你什么时候出来,脾气真呃大侬啥辰光出来
想人的滋味真难受。,想一个拧呃滋味真呃难过。
好好代队，好好迎战，好好归来。,好好叫代队，好好叫战斗，好好叫归来。
我睡了阿，你也早睡阿,吾困觉了，侬也早点困
涛涛不要急一定稳住她,涛涛伐急一定要稳牢伊
你一天累不累呀,侬一天下来吃力伐
为什么总是这样刻意的对我？,为啥总是搿能样子针对吾
是呀 头痛 刚从领导那受领任务回来,是呃呀 头痛 刚刚从领导埃面搭领勒任务回来。
你现在做些什么呢,侬葛些还辣做啥
肯定玩呢 你们现在能学进去？,肯定孛相呢，拿现在能学得进去？
你可以没有我,弄可以没吾
你忧怨什么啊 小心成为怨灵,侬忧郁撒么字啊，当心成了怨灵
我刚忙完正在回家,吾刚忙好回屋里向了
哦，那让他记题就行了，答案就算了吧,哦，葛末让伊记牢题目就好了，答案就算了伐
唉，花自飘零水自流啊,唉，花自飘零水自流啊
没有打电话怎么不接,没打电话，哪能伐接啦
我就这样给你讲吧！,吾就搿能噶帮侬讲伐！
恩 晚安 亲爱的 么么,恩，再会，达令，么么
恩我知道了 老婆拜拜！,嗯，吾晓得了老婆，再会！
我是真的担心你啦！,吾是真呃担心侬啊！
对啦 你们家那里租房子住贵不,对呃 那屋里向埃面搭租房子住贵伐
老公我睡觉了你也早点睡！,老公吾困觉了侬也早眼困！
还没吃完吗？该睡觉啦,还没吃好吗？该困觉了
你眼睛疼 当然难受啊！我们是一体的,侬眼睛痛 当然难过！阿拉是一体呃
有事吗 刚才出去溜广场,有啥事体伐 前头到广场去溜了一圈
细想想这个号是给谁办的,仔细想想看搿个号是拨撒拧办呃。
本来想给你打电话呢,本来想拨弄打电话呃呢
额 你说你这个娃娃坏不坏？,额 侬讲侬搿小鬼头坏伐坏？
明天你看球厅我晚上过来,明朝侬看球厅吾夜里向过来
老婆，我也狠爱你。,老婆，吾阿老爱侬呃。
那你说你是谁啊！,葛末侬讲侬是撒拧啊！
我也想你了，时刻在想，抱你！,吾也想侬了，随时随刻辣想，抱侬！
那就赶快去别误了，早取早好,那就快点去别误，早埃闹特早埃好
做个好梦 晚安宝贝,做个好梦 晚安宝贝
哈哈那样没关系清淡的对身体好,哈哈埃能嘎没关系清淡呃对身体好
这样的快乐太浅显,搿能噶呃快乐忒浅显了
什么叫那就是好了,啥叫搿就好了
为什么你会送我锁子？,为撒侬会送吾锁子。
恩想喝什么酒,恩想喝撒酒
你觉得呢？我睡不着,侬觉得呢？吾困伐着
我打不哈，我妈睡觉轻的很,吾打伐哈，吾呣妈困觉轻呃很
我们俩人都睡啦！,阿拉俩家头才困啦！
爱呢！我也尽力了 这是真的吗？可是,爱呃！吾也尽力了，搿是真呃伐？
我想的最多的是你,吾想了最多呃就是侬诶
着想是这两个字，不是照相,搿像是两呃字，伐是照相
2月26 她我不了解阿！,2月26，伊，吾还伐了解啊！
为什么你在我这永远这么横？,为撒侬辣该吾搿的永远介横呢？
没想到你现在变的思想这么复杂,没想到侬现在变的思想介复杂
谢谢女儿的关心,谢谢女儿呃关心
没事的 想你了咋办,没事体呃 想侬了哪能办
你不要我了哇哇哇哇哇哇哇哇哇哇哇哇,侬伐要吾了哇哇哇哇哇哇哇哇哇哇哇哇
不干吗啊！你玩游戏玩我号！,伐做撒啊！侬孛相呃游戏，孛相吾呃号！
什么姿势都有,撒姿势侪有
知道了赶紧睡,晓得了快点困觉伐
明天休息到那儿去玩,明朝休息到阿里的去孛相
不知道哎怎么了有事吗,伐晓得哎哪能了有事体伐？
那你在等会没人早点回家休息,搿侬在等特歇没拧就早眼回屋里相休息
我不陪你谁陪你,吾伐陪侬撒拧陪侬
我回去就给你带个电话,吾回去就拨侬带个电话
那以后也是这样么？,那末以后也是搿能噶咯？
有时间能约你出去玩么？,有辰光好约侬出去孛相伐啦？
什么事啊，那你们一定要来啊,啥事体啊哥们那一定要来啊
大三都发卷子了的。,大三侪发卷子了呃。
别问是什么意思？,伐问侬是撒意思？
他们比我很重要是吧！,伊拉比吾重要老多是伐！
到家了通知一下,到屋里相了通知一下
明天有小到中量雨,明朝有小到中雨
还行吧，准备睡觉了你什么时候睡啊,还可以伐，准备困觉了侬啥辰光困觉啊
我不瞌睡啊 你呢么想我睡觉去啊,我伐瞌睡呀 侬搿想吾困觉去
我打乒乓球呢，刚看到你的未接,吾打乒乓球呢，刚看到侬呃没接
哦 不好意思 那我给你从介绍个,哦 伐好意思 葛吾拔侬从介绍个
老实说有过，现在当你妹妹知足拉,老实讲有过呃，现在当侬是妹妹就可以了
还能怎样，先错误凑和着吧，还没定数呢,还能哪能，先就搿样子伐，还没敲定呢
再说我们是一个成市的,再讲阿拉是一个城市呃
孔泽旭在你们学校！,孔泽旭辣海阿拉学堂。
去网吧了吗 小毛说等着你类！,去网吧了 小毛讲等侬类！
是要走一辈子呀！,是要走一辈子呃呀！
知道啦 快睡吧！,晓得啦 快困伐！
幺儿她回家了对不起,幺儿伊回去勒对伐起
不知道7月10号去喀什能不见上你。,伐晓得七月十号去喀什好碰着侬伐。
还是有个媳妇好，嘿嘿,也是有呃老婆好，嘿嘿
你找了比你小的？,侬寻了比侬小呃？
